,Name,Kingdom,Phylum,Subphylum,Class,Order,Suborder,Family,Genus,Species,Population size,Life span,Top speed,Weight,Height,Length
15427,Sepia burnupi,Animalia,Mollusca,,Cephalopoda,Sepiida,,Sepiidae,Sepia,Sepia burnupi,,,,,,
15428,Sepia chirotrema,Animalia,Mollusca,,Cephalopoda,Sepiida,,Sepiidae,Sepia,Sepia chirotrema,,,,,,
15429,Sepia elongata,Animalia,Mollusca,,Cephalopoda,Sepiida,,Sepiidae,Sepia,Sepia elongata,,,,,,
15430,Sepia irvingi,Animalia,Mollusca,,Cephalopoda,Sepiida,,Sepiidae,Sepia,Sepia irvingi,,,,,,
15431,Sepia pardex,Animalia,Mollusca,,Cephalopoda,Sepiida,,Sepiidae,Sepia,Sepia pardex,,,,,,
15432,Sepia plathyconchalis,Animalia,Mollusca,,Cephalopoda,Sepiida,,Sepiidae,Sepia,Sepia plathyconchalis,,,,,,
15433,Sepia sewelli,Animalia,Mollusca,,Cephalopoda,Sepiida,,Sepiidae,Sepia,Sepia sewelli,,,,,,
15434,Tropidophora michaudi,Animalia,Mollusca,,Gastropoda,Littorinimorpha,,Pomatiidae,Tropidophora,Tropidophora michaudi,,,,,,
15435,Amalda sidneyensis,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Ancillariidae,Amalda,Amalda sidneyensis,,,,,,
15436,Ardeadoris poliahu,Animalia,Mollusca,,Gastropoda,Nudibranchia,,Chromodorididae,Ardeadoris,Ardeadoris poliahu,,,,,,
15437,Borsonia silicea,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Borsoniidae,Borsonia,Borsonia silicea,,,,,,
15438,Buchema dichroma,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Horaiclavidae,Buchema,Buchema dichroma,,,,,,
15439,Conus adami,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Conidae,Conus,Conus adami,,,,,,
15440,Eulima elodia,Animalia,Mollusca,,Gastropoda,Littorinimorpha,,Eulimidae,Eulima,Eulima elodia,,,,,,
15441,Drupella margariticola,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Muricidae,Drupella,Drupella margariticola,,,,,,
15442,Carinodrillia hexagona,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Pseudomelatomidae,Carinodrillia,Carinodrillia hexagona,,,,,,
15443,Eulima hyalina,Animalia,Mollusca,,Gastropoda,Littorinimorpha,,Eulimidae,Eulima,Eulima hyalina,,,,,,
15444,Goniobranchus heatherae,Animalia,Mollusca,,Gastropoda,Nudibranchia,,Chromodorididae,Goniobranchus,Goniobranchus heatherae,,,,,,
15445,Cocculina leptoglypta,Animalia,Mollusca,,Gastropoda,Cocculinida,,Cocculinidae,Cocculina,Cocculina leptoglypta,,,,,,
15446,Hespererato vitellina,Animalia,Mollusca,,Gastropoda,Littorinimorpha,,Eratoidae,Hespererato,Hespererato vitellina,,,,,,
15447,Imbricaria cernohorskyi,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Mitridae,Imbricaria,Imbricaria cernohorskyi,,,,,,
15448,Homalopoma concors,Animalia,Mollusca,,Gastropoda,,,Colloniidae,Homalopoma,Homalopoma concors,,,,,,
15449,Imbricaria intersculpta,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Mitridae,Imbricaria,Imbricaria intersculpta,,,,,,
15450,Leucosyrinx julia,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Pseudomelatomidae,Leucosyrinx,Leucosyrinx julia,,,,,,
15451,Leucosyrinx sansibarica,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Pseudomelatomidae,Leucosyrinx,Leucosyrinx sansibarica,,,,,,
15452,Mangelia costulata,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Mangeliidae,Mangelia,Mangelia costulata,,,,,,
15453,Marginella punctilineata,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Marginellidae,Marginella,Marginella punctilineata,,,,,,
15454,Mastigoteuthis grimaldii,Animalia,Mollusca,,Cephalopoda,Oegopsida,,Mastigoteuthidae,Mastigoteuthis,Mastigoteuthis grimaldii,,,,,,
15455,Maurea megaloprepes,Animalia,Mollusca,,Gastropoda,Trochida,,Calliostomatidae,Maurea,Maurea megaloprepes,,,,,,
15456,Conus goudeyi,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Conidae,Conus,Conus goudeyi,,,,,,
15457,Conus ochroleucus,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Conidae,Conus,Conus ochroleucus,,,,,,
15458,Microstelma oshikatai,Animalia,Mollusca,,Gastropoda,Littorinimorpha,,Zebinidae,Microstelma,Microstelma oshikatai,,,,,,
15459,Naria beckii,Animalia,Mollusca,,Gastropoda,Littorinimorpha,,Cypraeidae,Naria,Naria beckii,,,,,,
15460,Neoterebra petiveriana,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Terebridae,Neoterebra,Neoterebra petiveriana,,,,,,
15461,Parviturbo alboranensis,Animalia,Mollusca,,Gastropoda,Trochida,,Skeneidae,Parviturbo,Parviturbo alboranensis,,,,,,
15462,Nucinella owenensis,Animalia,Mollusca,,Bivalvia,Solemyida,,Nucinellidae,Nucinella,Nucinella owenensis,,,,,,
15463,Pontiothauma mirabile,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Raphitomidae,Pontiothauma,Pontiothauma mirabile,,,,,,
15464,Akoya akoya,Animalia,Mollusca,,Gastropoda,Trochida,,Calliostomatidae,Akoya,Akoya akoya,,,,,,
15465,Felimare samueli,Animalia,Mollusca,,Gastropoda,Nudibranchia,,Chromodorididae,Felimare,Felimare samueli,,,,,,
15466,Ranularia sarcostoma,Animalia,Mollusca,,Gastropoda,Littorinimorpha,,Cymatiidae,Ranularia,Ranularia sarcostoma,,,,,,
15467,Harpa crenata,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Harpidae,Harpa,Harpa crenata,,,,,,
15468,Imbricaria flammea,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Mitridae,Imbricaria,Imbricaria flammea,,,,,,
15469,Alvania simulans,Animalia,Mollusca,,Gastropoda,Littorinimorpha,,Rissoidae,Alvania,Alvania simulans,,,,,,
15470,Babelomurex yamatoensis,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Muricidae,Babelomurex,Babelomurex yamatoensis,,,,,,
15471,Ancilla acuminata,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Ancillariidae,Ancilla,Ancilla acuminata,,,,,,
15472,Aphelodoris greeni,Animalia,Mollusca,,Gastropoda,Nudibranchia,,Dorididae,Aphelodoris,Aphelodoris greeni,,,,,,
15473,Benthomangelia brevis,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Mangeliidae,Benthomangelia,Benthomangelia brevis,,,,,,
15474,Buridrillia deroyorum,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Pseudomelatomidae,Buridrillia,Buridrillia deroyorum,,,,,,
15475,Calcimitra brunetta,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Mitridae,Calcimitra,Calcimitra brunetta,,,,,,
15476,Babylonia formosae,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Babyloniidae,Babylonia,Babylonia formosae,,,,,,
15477,Calliostoma manesol,Animalia,Mollusca,,Gastropoda,Trochida,,Calliostomatidae,Calliostoma,Calliostoma manesol,,,,,,
15478,Cancilla heinickei,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Mitridae,Cancilla,Cancilla heinickei,,,,,,
15479,Chromodoris aspersa,Animalia,Mollusca,,Gastropoda,Nudibranchia,,Chromodorididae,Chromodoris,Chromodoris aspersa,,,,,,
15480,Eulithidium phasianella,Animalia,Mollusca,,Gastropoda,Trochida,,Phasianellidae,Eulithidium,Eulithidium phasianella,,,,,,
15481,Inodrillia martha,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Horaiclavidae,Inodrillia,Inodrillia martha,,,,,,
15482,Turbonilla murilloi,Animalia,Mollusca,,Gastropoda,,,Pyramidellidae,Turbonilla,Turbonilla murilloi,,,,,,
15483,Clanculus petziae,Animalia,Mollusca,,Gastropoda,Trochida,,Trochidae,Clanculus,Clanculus petziae,,,,,,
15484,Conus scabriusculus,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Conidae,Conus,Conus scabriusculus,,,,,,
15485,Caymanabyssia spina,Animalia,Mollusca,,Gastropoda,,,Caymanabyssiidae,Caymanabyssia,Caymanabyssia spina,,,,,,
15486,Dentalium gouldii,Animalia,Mollusca,,Scaphopoda,Dentaliida,,Dentaliidae,Dentalium,Dentalium gouldii,,,,,,
15487,Cymatium tigrinum,Animalia,Mollusca,,Gastropoda,Littorinimorpha,,Cymatiidae,Cymatium,Cymatium tigrinum,,,,,,
15488,Cryptopecten phrygium,Animalia,Mollusca,,Bivalvia,Pectinida,,Pectinidae,Cryptopecten,Cryptopecten phrygium,,,,,,
15489,Fimbria soverbii,Animalia,Mollusca,,Bivalvia,Lucinida,,Lucinidae,Fimbria,Fimbria soverbii,,,,,,
15490,Gibberula striata,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Cystiscidae,Gibberula,Gibberula striata,,,,,,
15491,Clavatula bimarginata,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Clavatulidae,Clavatula,Clavatula bimarginata,,,,,,
15492,Gibbula albida,Animalia,Mollusca,,Gastropoda,Trochida,,Trochidae,Gibbula,Gibbula albida,,,,,,
15493,Felimida baumanni,Animalia,Mollusca,,Gastropoda,Nudibranchia,,Chromodorididae,Felimida,Felimida baumanni,,,,,,
15494,Haliotis semiplicata,Animalia,Mollusca,,Gastropoda,,,Haliotidae,Haliotis,Haliotis semiplicata,,,,,,
15495,Knefastia tuberculifera,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Pseudomelatomidae,Knefastia,Knefastia tuberculifera,,,,,,
15496,Kurtziella perryae,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Mangeliidae,Kurtziella,Kurtziella perryae,,,,,,
15497,Gymnobela chistikovi,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Raphitomidae,Gymnobela,Gymnobela chistikovi,,,,,,
15498,Homalopoma lacunatum,Animalia,Mollusca,,Gastropoda,,,Colloniidae,Homalopoma,Homalopoma lacunatum,,,,,,
15499,Hemidonax pictus,Animalia,Mollusca,,Bivalvia,Venerida,,Hemidonacidae,Hemidonax,Hemidonax pictus,,,,,,
15500,Imbricaria verrucosa,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Mitridae,Imbricaria,Imbricaria verrucosa,,,,,,
15501,Kaiparathina coriolis,Animalia,Mollusca,,Gastropoda,Trochida,,Trochidae,Kaiparathina,Kaiparathina coriolis,,,,,,
15502,Lasmigona costata,Animalia,Mollusca,,Bivalvia,Unionoida,,Unionidae,Lasmigona,Lasmigona costata,,,,,,17.8 cm
15503,Liotinaria peronii,Animalia,Mollusca,,Gastropoda,Trochida,,Liotiidae,Liotinaria,Liotinaria peronii,,,,,,
15504,Marginella aronnax,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Marginellidae,Marginella,Marginella aronnax,,,,,,
15505,Marginella festiva,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Marginellidae,Marginella,Marginella festiva,,,,,,
15506,Marginella gabrielae,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Marginellidae,Marginella,Marginella gabrielae,,,,,,
15507,Marginella peelae,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Marginellidae,Marginella,Marginella peelae,,,,,,
15508,Marginella marocana,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Marginellidae,Marginella,Marginella marocana,,,,,,
15509,Mitromorpha saotomensis,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Mitromorphidae,Mitromorpha,Mitromorpha saotomensis,,,,,,
15510,Mioawateria asarotum,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Raphitomidae,Mioawateria,Mioawateria asarotum,,,,,,
15511,Montfortulana sulcifera,Animalia,Mollusca,,Gastropoda,,,Fissurellidae,Montfortulana,Montfortulana sulcifera,,,,,,
15512,Inodrillia miamia,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Horaiclavidae,Inodrillia,Inodrillia miamia,,,,,,
15513,Nisiturris anfraconvex,Animalia,Mollusca,,Gastropoda,,,Pyramidellidae,Nisiturris,Nisiturris anfraconvex,,,,,,
15514,Nebularia ustulata,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Mitridae,Nebularia,Nebularia ustulata,,,,,,
15515,Odostomia geoffreyi,Animalia,Mollusca,,Gastropoda,,,Pyramidellidae,Odostomia,Odostomia geoffreyi,,,,,,
15516,Oenopota quadra,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Mangeliidae,Oenopota,Oenopota quadra,,,,,,
15517,Oenopota kurilensis,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Mangeliidae,Oenopota,Oenopota kurilensis,,,,,,
15518,Orphanopusia osiridis,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Costellariidae,Orphanopusia,Orphanopusia osiridis,,,,,,
15519,Parthenina limitum,Animalia,Mollusca,,Gastropoda,,,Pyramidellidae,Parthenina,Parthenina limitum,,,,,,
15520,Platydoris scabra,Animalia,Mollusca,,Gastropoda,Nudibranchia,,Discodorididae,Platydoris,Platydoris scabra,,,,,,
15521,Roseomitra honkeri,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Mitridae,Roseomitra,Roseomitra honkeri,,,,,,
15522,Steromphala divaricata,Animalia,Mollusca,,Gastropoda,Trochida,,Trochidae,Steromphala,Steromphala divaricata,,,,,,
15523,Talochlamys multistriata,Animalia,Mollusca,,Bivalvia,Pectinida,,Pectinidae,Talochlamys,Talochlamys multistriata,,,,,,
15524,Thaisella guatemalteca,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Muricidae,Thaisella,Thaisella guatemalteca,,,,,,
15525,Thala turneri,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Costellariidae,Thala,Thala turneri,,,,,,
15526,Thalassocyon bonus,Animalia,Mollusca,,Gastropoda,Littorinimorpha,,Thalassocyonidae,Thalassocyon,Thalassocyon bonus,,,,,,
15527,Turbonilla nicoyana,Animalia,Mollusca,,Gastropoda,,,Pyramidellidae,Turbonilla,Turbonilla nicoyana,,,,,,
15528,Gabrielona nepeanensis,Animalia,Mollusca,,Gastropoda,Trochida,,Phasianellidae,Gabrielona,Gabrielona nepeanensis,,,,,,
15529,Turbonilla ovalis,Animalia,Mollusca,,Gastropoda,,,Pyramidellidae,Turbonilla,Turbonilla ovalis,,,,,,
15530,Turbonilla panamensis,Animalia,Mollusca,,Gastropoda,,,Pyramidellidae,Turbonilla,Turbonilla panamensis,,,,,,
15531,Thalassopterus zancleus,Animalia,Mollusca,,Gastropoda,,,Clionidae,Thalassopterus,Thalassopterus zancleus,,,,,,
15532,Turbonilla porteri,Animalia,Mollusca,,Gastropoda,,,Pyramidellidae,Turbonilla,Turbonilla porteri,,,,,,
15533,Turbonilla recta,Animalia,Mollusca,,Gastropoda,,,Pyramidellidae,Turbonilla,Turbonilla recta,,,,,,
15534,Turbonilla sebastiani,Animalia,Mollusca,,Gastropoda,,,Pyramidellidae,Turbonilla,Turbonilla sebastiani,,,,,,
15535,Turbonilla subulina,Animalia,Mollusca,,Gastropoda,,,Pyramidellidae,Turbonilla,Turbonilla subulina,,,,,,
15536,Turbonilla virgo,Animalia,Mollusca,,Gastropoda,,,Pyramidellidae,Turbonilla,Turbonilla virgo,,,,,,
15537,Spergo glandiniformis,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Raphitomidae,Spergo,Spergo glandiniformis,,,,,,
15538,Turbonilla viscainoi,Animalia,Mollusca,,Gastropoda,,,Pyramidellidae,Turbonilla,Turbonilla viscainoi,,,,,,
15539,Basilissa superba,Animalia,Mollusca,,Gastropoda,,,Seguenziidae,Basilissa,Basilissa superba,,,,,,
15540,Genotina adamii,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Mangeliidae,Genotina,Genotina adamii,,,,,,
15541,Crassispira calligona,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Pseudomelatomidae,Crassispira,Crassispira calligona,,,,,,
15542,Larkinia grandis,Animalia,Mollusca,,Bivalvia,Arcida,,Arcidae,Larkinia,Larkinia grandis,,,,,,
15543,Borsonia ceroplasta,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Borsoniidae,Borsonia,Borsonia ceroplasta,,,,,,
15544,Vexillum kawamotoae,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Costellariidae,Vexillum,Vexillum kawamotoae,,,,,,
15545,Solariella pompholugota,Animalia,Mollusca,,Gastropoda,Trochida,,Solariellidae,Solariella,Solariella pompholugota,,,,,,
15546,Vexillum oteroi,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Costellariidae,Vexillum,Vexillum oteroi,,,,,,
15547,Cantharidus opalus,Animalia,Mollusca,,Gastropoda,Trochida,,Trochidae,Cantharidus,Cantharidus opalus,,,,,,
15548,Crassispira flavocincta,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Pseudomelatomidae,Crassispira,Crassispira flavocincta,,,,,,
15549,Awateria optabilis,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Borsoniidae,Awateria,Awateria optabilis,,,,,,
15550,Felimare marci,Animalia,Mollusca,,Gastropoda,Nudibranchia,,Chromodorididae,Felimare,Felimare marci,,,,,,
15551,Crassispira plateaui,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Pseudomelatomidae,Crassispira,Crassispira plateaui,,,,,,
15552,Stromboli beebei,Animalia,Mollusca,,Gastropoda,,,Fissurellidae,Stromboli,Stromboli beebei,,,,,,
15553,Stomatella auricula,Animalia,Mollusca,,Gastropoda,Trochida,,Trochidae,Stomatella,Stomatella auricula,,,,,,
15554,Alvania subcalathus,Animalia,Mollusca,,Gastropoda,Littorinimorpha,,Rissoidae,Alvania,Alvania subcalathus,,,,,,
15555,Borsonella erosina,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Borsoniidae,Borsonella,Borsonella erosina,,,,,,
15556,Amoria ellioti,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Volutidae,Amoria,Amoria ellioti,,,,,,
15557,Ithycythara psila,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Mangeliidae,Ithycythara,Ithycythara psila,,,,,,
15558,Leucosyrinx iwaensis,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Pseudomelatomidae,Leucosyrinx,Leucosyrinx iwaensis,,,,,,
15559,Antiplanes vinosa,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Pseudomelatomidae,Antiplanes,Antiplanes vinosa,,,,,,
15560,Uvanilla olivacea,Animalia,Mollusca,,Gastropoda,Trochida,,Turbinidae,Uvanilla,Uvanilla olivacea,,,,,,
15561,Crassispira daguini,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Pseudomelatomidae,Crassispira,Crassispira daguini,,,,,,
15562,Aforia crebristriata,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Cochlespiridae,Aforia,Aforia crebristriata,,,,,,
15563,Inquisitor komiticus,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Pseudomelatomidae,Inquisitor,Inquisitor komiticus,,,,,,
15564,Gymnobela isogonia,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Raphitomidae,Gymnobela,Gymnobela isogonia,,,,,,
15565,Turbo bozzettiana,Animalia,Mollusca,,Gastropoda,Trochida,,Turbinidae,Turbo,Turbo bozzettiana,,,,,,
15566,Neoguraleus trizonata,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Mangeliidae,Neoguraleus,Neoguraleus trizonata,,,,,,
15567,Conus martensi,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Conidae,Conus,Conus martensi,,,,,,
15568,Ondina strufaldii,Animalia,Mollusca,,Gastropoda,,,Pyramidellidae,Ondina,Ondina strufaldii,,,,,,
15569,Clanculus atropurpureus,Animalia,Mollusca,,Gastropoda,Trochida,,Trochidae,Clanculus,Clanculus atropurpureus,,,,,,
15570,Otitoma wiedricki,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Pseudomelatomidae,Otitoma,Otitoma wiedricki,,,,,,
15571,Paracomitas protransenna,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Pseudomelatomidae,Paracomitas,Paracomitas protransenna,,,,,,
15572,Skeneoides exilissima,Animalia,Mollusca,,Gastropoda,Trochida,,Skeneidae,Skeneoides,Skeneoides exilissima,,,,,,
15573,Goniobranchus vibratus,Animalia,Mollusca,,Gastropoda,Nudibranchia,,Chromodorididae,Goniobranchus,Goniobranchus vibratus,,,,,,
15574,Mitromorpha denizi,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Mitromorphidae,Mitromorpha,Mitromorpha denizi,,,,,,
15575,Goniobranchus setoensis,Animalia,Mollusca,,Gastropoda,Nudibranchia,,Chromodorididae,Goniobranchus,Goniobranchus setoensis,,,,,,
15576,Platydoris carolynae,Animalia,Mollusca,,Gastropoda,Nudibranchia,,Discodorididae,Platydoris,Platydoris carolynae,,,,,,
15577,Lusitanops expansus,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Raphitomidae,Lusitanops,Lusitanops expansus,,,,,,
15578,Stomatolina mariei,Animalia,Mollusca,,Gastropoda,Trochida,,Trochidae,Stomatolina,Stomatolina mariei,,,,,,
15579,Pedicularia decussata,Animalia,Mollusca,,Gastropoda,Littorinimorpha,,Ovulidae,Pedicularia,Pedicularia decussata,,,,,,
15580,Guraleus fascinus,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Mangeliidae,Guraleus,Guraleus fascinus,,,,,,
15581,Propebela verrilli,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Mangeliidae,Propebela,Propebela verrilli,,,,,,
15582,Mexichromis trilineata,Animalia,Mollusca,,Gastropoda,Nudibranchia,,Chromodorididae,Mexichromis,Mexichromis trilineata,,,,,,
15583,Pseudexomilus fenestratus,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Horaiclavidae,Pseudexomilus,Pseudexomilus fenestratus,,,,,,
15584,Hypselodoris cerisae,Animalia,Mollusca,,Gastropoda,Nudibranchia,,Chromodorididae,Hypselodoris,Hypselodoris cerisae,,,,,,
15585,Splendrillia flavopunctata,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Drilliidae,Splendrillia,Splendrillia flavopunctata,,,,,,
15586,Felimare fregona,Animalia,Mollusca,,Gastropoda,Nudibranchia,,Chromodorididae,Felimare,Felimare fregona,,,,,,
15587,Clanculus pini,Animalia,Mollusca,,Gastropoda,Trochida,,Trochidae,Clanculus,Clanculus pini,,,,,,
15588,Ividella quinquecincta,Animalia,Mollusca,,Gastropoda,,,Pyramidellidae,Ividella,Ividella quinquecincta,,,,,,
15589,Crassispira adana,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Pseudomelatomidae,Crassispira,Crassispira adana,,,,,,
15590,Pleurotomella imitator,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Raphitomidae,Pleurotomella,Pleurotomella imitator,,,,,,
15591,Goniobranchus aureopurpureus,Animalia,Mollusca,,Gastropoda,Nudibranchia,,Chromodorididae,Goniobranchus,Goniobranchus aureopupurea,,,,,,
15592,Megasurcula carpenteriana,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Pseudomelatomidae,Megasurcula,Megasurcula carpenteriana,,,,,,
15593,Leptadrillia flavomaculata,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Drilliidae,Leptadrillia,Leptadrillia flavomaculata,,,,,,
15594,Steromphala pennanti,Animalia,Mollusca,,Gastropoda,Trochida,,Trochidae,Steromphala,Steromphala pennanti,,,,,,
15595,Mangelia isodoma,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Mangeliidae,Mangelia,Mangelia isodoma,,,,,,
15596,Famelica mirmidina,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Raphitomidae,Famelica,Famelica mirmidina,,,,,,
15597,Aphelodoris varia,Animalia,Mollusca,,Gastropoda,Nudibranchia,,Dorididae,Aphelodoris,Aphelodoris varia,,,,,,
15598,Halgerda carlsoni,Animalia,Mollusca,,Gastropoda,Nudibranchia,,Discodorididae,Halgerda,Halgerda carlsoni,,,,,,
15599,Kermia aegyptiaca,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Raphitomidae,Kermia,Kermia aegyptiaca,,,,,,
15600,Aldisa albatrossae,Animalia,Mollusca,,Gastropoda,Nudibranchia,,Cadlinidae,Aldisa,Aldisa albatrossae,,,,,,
15601,Simnia senegalensis,Animalia,Mollusca,,Gastropoda,Littorinimorpha,,Ovulidae,Simnia,Simnia senegalensis,,,,,,
15602,Oenopota althorpensis,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Mangeliidae,Oenopota,Oenopota althorpensis,,,,,,
15603,Cirsonella propelaxa,Animalia,Mollusca,,Gastropoda,Trochida,,Skeneidae,Cirsonella,Cirsonella propelaxa,,,,,,
15604,Crassispira bruehli,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Pseudomelatomidae,Crassispira,Crassispira bruehli,,,,,,
15605,Tomopleura dilecta,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Borsoniidae,Tomopleura,Tomopleura dilecta,,,,,,
15606,Crassispira sanctistephani,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Pseudomelatomidae,Crassispira,Crassispira sanctistephani,,,,,,
15607,Crassispira meunieri,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Pseudomelatomidae,Crassispira,Crassispira meunieri,,,,,,
15608,Goniobranchus alius,Animalia,Mollusca,,Gastropoda,Nudibranchia,,Chromodorididae,Goniobranchus,Goniobranchus alius,,,,,,
15609,Ardeadoris angustolutea,Animalia,Mollusca,,Gastropoda,Nudibranchia,,Chromodorididae,Ardeadoris,Ardeadoris angustolutea,,,,,,
15610,Trinchesia ornata,Animalia,Mollusca,,Gastropoda,Nudibranchia,,Trinchesiidae,Trinchesia,Trinchesia ornata,,,,,,
15611,Agathotoma aculea,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Mangeliidae,Agathotoma,Agathotoma aculea,,,,,,
15612,Duplicaria tricincta,Animalia,Mollusca,,Gastropoda,Neogastropoda,,Terebridae,Duplicaria,Duplicaria tricincta,,,,,,
15613,Goniobranchus preciosus,Animalia,Mollusca,,Gastropoda,Nudibranchia,,Chromodorididae,Goniobranchus,Goniobranchus preciosus,,,,,,
15614,Halgerda wasinensis,Animalia,Mollusca,,Gastropoda,Nudibranchia,,Discodorididae,Halgerda,Halgerda wasinensis,,,,,,
